Time,Boat.CrewXPos,Boat.Heel,Boat.Helm,Boat.Leeway,Boat.MassAftBallast,Boat.MassFwdBallast,Boat.MassSideBallast,Boat.RudderDelta,Boat.Speed_kts,Boat.TWA,Boat.TWS_kts,Boat.Trim,Boat.VMG_kts,Boat.Aero.Power,Boat.Aero.Travel,Boat.Keel.KeelCant,Boat.Port.FoilExtPct,Boat.Port.FoilRake,Boat.Stbd.FoilExtPct,Boat.Stbd.FoilRake,Boat.Stbd.RudderRake
0.0,10,5.5,0.0389,0.0,0,0,0,0.5,24.8,89.9,21.1,-0.0,0.0336,-0.4,3.2,30,876,2.5,0,0,0
0.05,10,5.5,0.0397,-0.415,0,0,0,0.5,24.7,89.9,21.1,-0.0,0.213,-0.4,3.2,30,876,2.5,0,0,0
0.1,10,5.5,0.0388,-0.704,0,0,0,0.5,24.7,89.9,21.1,0.0211,0.336,-0.4,3.2,30,876,2.5,0,0,0
0.15,10,5.5,0.0482,-0.837,0,0,0,0.5,24.6,89.9,21.1,0.105,0.4,-0.4,3.2,30,876,2.5,0,0,0
0.2,10,5.5,0.0667,-0.833,0,0,0,0.5,24.6,89.9,21.1,0.241,0.413,-0.4,3.2,30,876,2.5,0,0,0
0.25,10,5.6,0.0883,-0.776,0,0,0,0.5,24.5,89.8,21.1,0.399,0.405,-0.4,3.2,30,876,2.5,0,0,0
0.3,10,5.7,0.116,-0.669,0,0,0,0.5,24.4,89.8,21.1,0.58,0.381,-0.4,3.2,30,876,2.5,0,0,0
0.35,10,5.8,0.145,-0.533,0,0,0,0.5,24.4,89.7,21.1,0.746,0.345,-0.4,3.2,30,876,2.5,0,0,0
0.4,10,5.9,0.172,-0.39,0,0,0,0.5,24.3,89.7,21.1,0.865,0.303,-0.4,3.2,30,876,2.5,0,0,0
0.45,10,5.9,0.197,-0.23,0,0,0,0.5,24.3,89.6,21.1,0.925,0.253,-0.4,3.2,30,876,2.5,0,0,0
0.5,10,6.0,0.22,-0.127,0,0,0,0.5,24.3,89.6,21.1,0.942,0.225,-0.4,3.2,30,876,2.5,0,0,0
0.55,10,6.1,0.241,-0.0975,0,0,0,0.5,24.2,89.6,21.1,0.922,0.227,-0.4,3.2,30,876,2.5,0,0,0
0.6,10,6.2,0.261,-0.135,0,0,0,0.5,24.2,89.5,21.1,0.878,0.256,-0.4,3.2,30,876,2.5,0,0,0
0.65,10,6.3,0.279,-0.223,0,0,0,0.5,24.2,89.5,21.1,0.823,0.304,-0.4,3.2,30,876,2.5,0,0,0
0.7,10,6.4,0.299,-0.278,0,0,0,0.5,24.2,89.5,21.1,0.768,0.34,-0.4,3.2,30,876,2.5,0,0,0
0.75,10,6.5,0.319,-0.304,0,0,0,0.5,24.3,89.4,21.1,0.702,0.364,-0.4,3.2,30,876,2.5,0,0,0
0.8,10,6.6,0.336,-0.344,0,0,0,0.5,24.3,89.4,21.1,0.605,0.391,-0.4,3.2,30,876,2.5,0,0,0
0.85,10,6.7,0.35,-0.498,0,0,0,0.5,24.4,89.4,21.1,0.467,0.465,-0.4,3.2,30,876,2.5,0,0,0
0.9,10,6.7,0.375,-0.651,0,0,0,0.5,24.4,89.4,21.1,0.309,0.549,-0.4,3.2,30,876,2.5,0,0,0
0.95,10,6.8,0.411,-0.798,0,0,0,0.5,24.5,89.3,21.1,0.133,0.638,-0.4,3.2,30,876,2.5,0,0,0
1.0,10,6.8,0.456,-1.0,0,0,0,0.5,24.5,89.2,21.1,-0.0592,0.759,-0.4,3.2,30,876,2.5,0,0,0
1.05,10,6.9,0.519,-1.16,0,0,0,0.5,24.5,89.1,21.1,-0.231,0.878,-0.4,3.2,30,876,2.5,0,0,0
1.1,10,6.9,0.6,-1.21,0,0,0,0.5,24.5,89.0,21.1,-0.374,0.959,-0.4,3.2,30,876,2.5,0,0,0
1.15,10,6.9,0.695,-1.15,0,0,0,0.5,24.5,88.8,21.1,-0.504,1.01,-0.4,3.2,30,876,2.5,0,0,0
1.2,10,6.9,0.796,-0.993,0,0,0,0.5,24.5,88.6,21.1,-0.633,1.01,-0.4,3.2,30,876,2.5,0,0,0
1.25,10,7.0,0.892,-0.787,0,0,0,0.5,24.5,88.5,21.1,-0.777,0.996,-0.4,3.2,30,876,2.5,0,0,0
1.3,10,7.1,0.973,-0.565,0,0,0,0.5,24.5,88.3,21.1,-0.951,0.957,-0.4,3.2,30,876,2.5,0,0,0
1.35,10,7.2,1.04,-0.378,0,0,0,0.5,24.6,88.2,21.1,-1.15,0.919,-0.4,3.2,30,876,2.5,0,0,0
1.4,10,7.3,1.09,-0.293,0,0,0,0.5,24.6,88.2,21.1,-1.35,0.913,-0.4,3.2,30,876,2.5,0,0,0
1.45,10,7.4,1.13,-0.282,0,0,0,0.5,24.7,88.1,21.1,-1.55,0.932,-0.4,3.2,30,876,2.5,0,0,0
1.5,10,7.5,1.17,-0.366,0,0,0,0.5,24.7,88.1,21.1,-1.75,0.985,-0.4,3.2,30,876,2.5,0,0,0
1.55,10,7.5,1.2,-0.513,0,0,0,0.5,24.8,88.1,21.1,-1.93,1.06,-0.4,3.2,30,876,2.5,0,0,0
1.6,10,7.5,1.23,-0.645,0,0,0,0.5,24.8,88.0,21.1,-2.09,1.13,-0.4,3.2,30,876,2.5,0,0,0
1.65,10,7.5,1.27,-0.682,0,0,0,0.5,24.8,88.0,21.1,-2.24,1.16,-0.4,3.2,30,876,2.5,0,0,0
1.7,10,7.5,1.31,-0.679,0,0,0,0.5,24.9,88.0,21.1,-2.36,1.18,-0.4,3.2,30,876,2.5,0,0,0
1.75,10,7.5,1.36,-0.697,0,0,0,0.5,24.9,87.9,21.1,-2.44,1.21,-0.4,3.2,30,876,2.5,0,0,0
1.8,10,7.4,1.42,-0.664,0,0,0,0.5,24.9,87.8,21.1,-2.46,1.24,-0.4,3.2,30,876,2.5,0,0,0
1.85,10,7.4,1.49,-0.599,0,0,0,0.5,24.9,87.7,21.1,-2.45,1.25,-0.4,3.2,30,876,2.5,0,0,0
1.9,10,7.4,1.55,-0.575,0,0,0,0.5,24.9,87.6,21.1,-2.44,1.28,-0.4,3.2,30,876,2.5,0,0,0
1.95,10,7.4,1.62,-0.632,0,0,0,0.5,24.9,87.6,21.1,-2.41,1.34,-0.4,3.2,30,876,2.5,0,0,0
2.0,10,7.5,1.68,-0.672,0,0,0,0.5,24.9,87.5,21.1,-2.35,1.39,-0.4,3.2,30,876,2.5,0,0,0
2.05,10,7.6,1.74,-0.657,0,0,0,0.5,24.9,87.4,21.1,-2.25,1.41,-0.4,3.2,30,876,2.5,0,0,0
2.1,10,7.6,1.79,-0.691,0,0,0,0.5,24.9,87.4,21.1,-2.16,1.44,-0.4,3.2,30,876,2.5,0,0,0
2.15,10,7.7,1.83,-0.766,0,0,0,0.5,24.9,87.3,21.1,-2.06,1.49,-0.4,3.2,30,876,2.5,0,0,0
2.2,10,7.8,1.87,-0.825,0,0,0,0.5,24.9,87.3,21.1,-1.97,1.52,-0.4,3.2,30,876,2.5,0,0,0
2.25,10,7.8,1.89,-0.959,0,0,0,0.5,24.9,87.3,21.1,-1.92,1.58,-0.4,3.2,30,876,2.5,0,0,0
2.3,10,7.9,1.92,-1.14,0,0,0,0.5,24.8,87.3,21.1,-1.87,1.65,-0.4,3.2,30,876,2.5,0,0,0
2.35,10,8.0,1.96,-1.25,0,0,0,0.5,24.8,87.3,21.1,-1.76,1.71,-0.4,3.2,30,876,2.5,0,0,0
2.4,10,8.1,2.0,-1.22,0,0,0,0.5,24.7,87.3,21.1,-1.61,1.7,-0.4,3.2,30,876,2.5,0,0,0
2.45,10,8.2,2.04,-1.1,0,0,0,0.5,24.7,87.2,21.1,-1.44,1.66,-0.4,3.2,30,876,2.5,0,0,0
2.5,10,8.3,2.09,-0.987,0,0,0,0.5,24.6,87.2,21.1,-1.28,1.62,-0.4,3.2,30,876,2.5,0,0,0
2.55,10,8.5,2.13,-0.842,0,0,0,0.5,24.6,87.2,21.1,-1.1,1.57,-0.4,3.2,30,876,2.5,0,0,0
2.6,10,8.7,2.17,-0.669,0,0,0,0.5,24.5,87.1,21.1,-0.936,1.51,-0.4,3.2,30,876,2.5,0,0,0
2.65,10,8.8,2.2,-0.512,0,0,0,0.5,24.4,87.1,21.1,-0.783,1.44,-0.4,3.2,30,876,2.5,0,0,0
2.7,10,9.0,2.22,-0.333,0,0,0,0.5,24.4,87.2,21.1,-0.634,1.35,-0.4,3.2,30,876,2.5,0,0,0
2.75,10,9.1,2.22,-0.126,0,0,0,0.5,24.4,87.2,21.1,-0.512,1.23,-0.4,3.2,30,876,2.5,0,0,0
2.8,10,9.3,2.2,0.00899,0,0,0,0.5,24.3,87.3,21.1,-0.438,1.13,-0.4,3.2,30,876,2.5,0,0,0
2.85,10,9.4,2.17,0.052,0,0,0,0.5,24.3,87.4,21.1,-0.404,1.06,-0.4,3.2,30,876,2.5,0,0,0
2.9,10,9.5,2.14,0.0414,0,0,0,0.5,24.3,87.6,21.1,-0.395,1.02,-0.4,3.2,30,876,2.5,0,0,0
2.95,10,9.6,2.11,0.0681,0,0,0,0.5,24.3,87.7,21.1,-0.398,0.963,-0.4,3.2,30,876,2.5,0,0,0
3.0,10,9.6,2.09,0.118,0,0,0,0.5,24.2,87.8,21.1,-0.421,0.9,-0.4,3.2,30,876,2.5,0,0,0
3.05,10,9.7,2.06,0.0998,0,0,0,0.5,24.2,87.9,21.1,-0.476,0.866,-0.4,3.2,30,876,2.5,0,0,0
3.1,10,9.8,2.04,-0.0194,0,0,0,0.5,24.2,87.9,21.1,-0.556,0.88,-0.4,3.2,30,876,2.5,0,0,0
3.15,10,9.9,2.03,-0.144,0,0,0,0.5,24.2,88.0,21.1,-0.653,0.91,-0.4,3.2,30,876,2.5,0,0,0
3.2,10,10.0,2.04,-0.203,0,0,0,0.5,24.2,88.0,21.1,-0.761,0.928,-0.4,3.2,30,876,2.5,0,0,0
3.25,10,10.1,2.06,-0.156,0,0,0,0.5,24.2,88.0,21.1,-0.876,0.911,-0.4,3.2,30,876,2.5,0,0,0
3.3,10,10.3,2.09,-0.0342,0,0,0,0.5,24.3,88.0,21.1,-1.01,0.863,-0.4,3.2,30,876,2.5,0,0,0
3.35,10,10.4,2.1,-0.0243,0,0,0,0.5,24.3,88.0,21.1,-1.19,0.854,-0.4,3.2,30,876,2.5,0,0,0
3.4,10,10.5,2.12,0.0523,0,0,0,0.5,24.4,88.0,21.1,-1.37,0.821,-0.4,3.2,30,876,2.5,0,0,0
3.45,10,10.6,2.13,0.158,0,0,0,0.5,24.5,88.0,21.1,-1.58,0.768,-0.4,3.2,30,876,2.5,0,0,0
3.5,10,10.6,2.12,0.189,0,0,0,0.5,24.5,88.1,21.1,-1.82,0.736,-0.4,3.2,30,876,2.5,0,0,0
3.55,10,10.6,2.11,0.0884,0,0,0,0.5,24.6,88.2,21.1,-2.09,0.753,-0.4,3.2,30,876,2.5,0,0,0
3.6,10,10.6,2.09,-0.227,0,0,0,0.5,24.7,88.2,21.1,-2.37,0.863,-0.4,3.2,30,876,2.5,0,0,0
3.65,10,10.5,2.1,-0.607,0,0,0,0.5,24.7,88.2,21.1,-2.61,1.02,-0.4,3.2,30,876,2.5,0,0,0
3.7,10,10.4,2.14,-0.765,0,0,0,0.5,24.7,88.2,21.1,-2.69,1.12,-0.4,3.2,30,876,2.5,0,0,0
3.75,10,10.3,2.22,-0.446,0,0,0,0.5,24.7,88.1,21.1,-2.66,1.03,-0.4,3.2,30,876,2.5,0,0,0
3.8,10,10.3,2.27,-0.36,0,0,0,0.5,24.6,88.0,21.1,-2.64,1.02,-0.4,3.2,30,876,2.5,0,0,0
