Time,Boat.CrewXPos,Boat.Heel,Boat.Helm,Boat.Leeway,Boat.MassAftBallast,Boat.MassFwdBallast,Boat.MassSideBallast,Boat.RudderDelta,Boat.Speed_kts,Boat.TWA,Boat.TWS_kts,Boat.Trim,Boat.VMG_kts,Boat.Aero.Power,Boat.Aero.Travel,Boat.Keel.KeelCant,Boat.Port.FoilExtPct,Boat.Port.FoilRake,Boat.Stbd.FoilExtPct,Boat.Stbd.FoilRake,Boat.Stbd.RudderRake
0.0,10,5.5,0.0389,0.0,0,0,0,0.5,24.8,89.9,21.1,-0.0,0.0336,-0.4,3,28,895,2.5,0,0,0
0.05,10,5.5,0.0398,-0.399,0,0,0,0.5,24.7,89.9,21.1,-0.0,0.206,-0.4,3,28,895,2.5,0,0,0
0.1,10,5.5,0.0366,-0.692,0,0,0,0.5,24.7,89.9,21.1,0.0159,0.329,-0.4,3,28,895,2.5,0,0,0
0.15,10,5.5,0.0444,-0.84,0,0,0,0.5,24.6,89.9,21.1,0.0971,0.398,-0.4,3,28,895,2.5,0,0,0
0.2,10,5.6,0.0635,-0.842,0,0,0,0.5,24.5,89.9,21.1,0.234,0.414,-0.4,3,28,895,2.5,0,0,0
0.25,10,5.7,0.0867,-0.778,0,0,0,0.5,24.5,89.8,21.1,0.397,0.405,-0.4,3,28,895,2.5,0,0,0
0.3,10,5.8,0.116,-0.655,0,0,0,0.5,24.4,89.8,21.1,0.584,0.375,-0.4,3,28,895,2.5,0,0,0
0.35,10,6.0,0.146,-0.503,0,0,0,0.5,24.4,89.7,21.1,0.757,0.333,-0.4,3,28,895,2.5,0,0,0
0.4,10,6.1,0.174,-0.342,0,0,0,0.5,24.3,89.7,21.1,0.882,0.285,-0.4,3,28,895,2.5,0,0,0
0.45,10,6.2,0.198,-0.176,0,0,0,0.5,24.3,89.6,21.1,0.949,0.231,-0.4,3,28,895,2.5,0,0,0
0.5,10,6.3,0.221,-0.0733,0,0,0,0.5,24.2,89.6,21.1,0.975,0.204,-0.4,3,28,895,2.5,0,0,0
0.55,10,6.4,0.243,-0.0457,0,0,0,0.5,24.2,89.6,21.1,0.969,0.207,-0.4,3,28,895,2.5,0,0,0
0.6,10,6.6,0.264,-0.0967,0,0,0,0.5,24.2,89.5,21.1,0.942,0.242,-0.4,3,28,895,2.5,0,0,0
0.65,10,6.7,0.283,-0.199,0,0,0,0.5,24.2,89.5,21.1,0.908,0.297,-0.4,3,28,895,2.5,0,0,0
0.7,10,6.8,0.305,-0.266,0,0,0,0.5,24.2,89.5,21.1,0.879,0.34,-0.4,3,28,895,2.5,0,0,0
0.75,10,6.9,0.326,-0.303,0,0,0,0.5,24.2,89.4,21.1,0.842,0.369,-0.4,3,28,895,2.5,0,0,0
0.8,10,7.1,0.345,-0.355,0,0,0,0.5,24.2,89.4,21.1,0.781,0.402,-0.4,3,28,895,2.5,0,0,0
0.85,10,7.2,0.361,-0.494,0,0,0,0.5,24.3,89.4,21.1,0.682,0.471,-0.4,3,28,895,2.5,0,0,0
0.9,10,7.3,0.383,-0.665,0,0,0,0.5,24.4,89.4,21.1,0.551,0.559,-0.4,3,28,895,2.5,0,0,0
0.95,10,7.4,0.415,-0.875,0,0,0,0.5,24.4,89.3,21.1,0.393,0.672,-0.4,3,28,895,2.5,0,0,0
1.0,10,7.5,0.463,-1.12,0,0,0,0.5,24.5,89.2,21.1,0.232,0.813,-0.4,3,28,895,2.5,0,0,0
1.05,10,7.5,0.532,-1.3,0,0,0,0.5,24.5,89.1,21.1,0.0923,0.942,-0.4,3,28,895,2.5,0,0,0
1.1,10,7.6,0.618,-1.31,0,0,0,0.5,24.4,88.9,21.1,-0.0259,1.01,-0.4,3,28,895,2.5,0,0,0
1.15,10,7.6,0.714,-1.22,0,0,0,0.5,24.4,88.8,21.1,-0.144,1.05,-0.4,3,28,895,2.5,0,0,0
1.2,10,7.6,0.815,-1.02,0,0,0,0.5,24.4,88.6,21.1,-0.274,1.04,-0.4,3,28,895,2.5,0,0,0
1.25,10,7.7,0.909,-0.777,0,0,0,0.5,24.4,88.4,21.1,-0.431,0.999,-0.4,3,28,895,2.5,0,0,0
1.3,10,7.8,0.989,-0.516,0,0,0,0.5,24.4,88.3,21.1,-0.628,0.942,-0.4,3,28,895,2.5,0,0,0
1.35,10,7.9,1.05,-0.295,0,0,0,0.5,24.4,88.2,21.1,-0.849,0.887,-0.4,3,28,895,2.5,0,0,0
1.4,10,8.1,1.1,-0.188,0,0,0,0.5,24.5,88.2,21.1,-1.08,0.871,-0.4,3,28,895,2.5,0,0,0
1.45,10,8.2,1.14,-0.166,0,0,0,0.5,24.5,88.1,21.1,-1.3,0.883,-0.4,3,28,895,2.5,0,0,0
1.5,10,8.3,1.18,-0.256,0,0,0,0.5,24.6,88.1,21.1,-1.52,0.936,-0.4,3,28,895,2.5,0,0,0
1.55,10,8.4,1.21,-0.436,0,0,0,0.5,24.6,88.0,21.1,-1.72,1.03,-0.4,3,28,895,2.5,0,0,0
1.6,10,8.5,1.24,-0.6,0,0,0,0.5,24.7,88.0,21.1,-1.91,1.11,-0.4,3,28,895,2.5,0,0,0
1.65,10,8.5,1.28,-0.657,0,0,0,0.5,24.7,88.0,21.1,-2.07,1.15,-0.4,3,28,895,2.5,0,0,0
1.7,10,8.5,1.32,-0.684,0,0,0,0.5,24.8,88.0,21.1,-2.22,1.18,-0.4,3,28,895,2.5,0,0,0
1.75,10,8.5,1.36,-0.741,0,0,0,0.5,24.8,87.9,21.1,-2.32,1.23,-0.4,3,28,895,2.5,0,0,0
1.8,10,8.5,1.43,-0.748,0,0,0,0.5,24.8,87.8,21.1,-2.36,1.28,-0.4,3,28,895,2.5,0,0,0
1.85,10,8.4,1.51,-0.69,0,0,0,0.5,24.8,87.7,21.1,-2.37,1.3,-0.4,3,28,895,2.5,0,0,0
1.9,10,8.4,1.58,-0.65,0,0,0,0.5,24.8,87.6,21.1,-2.36,1.33,-0.4,3,28,895,2.5,0,0,0
1.95,10,8.5,1.66,-0.696,0,0,0,0.5,24.8,87.5,21.1,-2.34,1.39,-0.4,3,28,895,2.5,0,0,0
2.0,10,8.6,1.73,-0.737,0,0,0,0.5,24.8,87.4,21.1,-2.29,1.44,-0.4,3,28,895,2.5,0,0,0
2.05,10,8.7,1.79,-0.711,0,0,0,0.5,24.8,87.3,21.1,-2.21,1.47,-0.4,3,28,895,2.5,0,0,0
2.1,10,8.7,1.85,-0.729,0,0,0,0.5,24.8,87.3,21.1,-2.11,1.5,-0.4,3,28,895,2.5,0,0,0
2.15,10,8.8,1.89,-0.806,0,0,0,0.5,24.8,87.2,21.1,-2.02,1.54,-0.4,3,28,895,2.5,0,0,0
2.2,10,8.9,1.93,-0.879,0,0,0,0.5,24.8,87.2,21.1,-1.93,1.58,-0.4,3,28,895,2.5,0,0,0
2.25,10,9.0,1.96,-1.0,0,0,0,0.5,24.8,87.2,21.1,-1.88,1.64,-0.4,3,28,895,2.5,0,0,0
2.3,10,9.1,1.99,-1.18,0,0,0,0.5,24.7,87.2,21.1,-1.82,1.72,-0.4,3,28,895,2.5,0,0,0
2.35,10,9.2,2.03,-1.3,0,0,0,0.5,24.7,87.2,21.1,-1.71,1.78,-0.4,3,28,895,2.5,0,0,0
2.4,10,9.3,2.08,-1.26,0,0,0,0.5,24.6,87.1,21.1,-1.57,1.77,-0.4,3,28,895,2.5,0,0,0
2.45,10,9.4,2.12,-1.13,0,0,0,0.5,24.6,87.1,21.1,-1.4,1.72,-0.4,3,28,895,2.5,0,0,0
2.5,10,9.5,2.16,-0.989,0,0,0,0.5,24.5,87.1,21.1,-1.25,1.67,-0.4,3,28,895,2.5,0,0,0
2.55,10,9.7,2.21,-0.847,0,0,0,0.5,24.5,87.1,21.1,-1.09,1.62,-0.4,3,28,895,2.5,0,0,0
2.6,10,9.9,2.25,-0.678,0,0,0,0.5,24.4,87.0,21.1,-0.93,1.55,-0.4,3,28,895,2.5,0,0,0
2.65,10,10.0,2.28,-0.52,0,0,0,0.5,24.4,87.0,21.1,-0.784,1.49,-0.4,3,28,895,2.5,0,0,0
2.7,10,10.2,2.3,-0.348,0,0,0,0.5,24.3,87.0,21.1,-0.644,1.4,-0.4,3,28,895,2.5,0,0,0
2.75,10,10.4,2.31,-0.137,0,0,0,0.5,24.3,87.1,21.1,-0.524,1.29,-0.4,3,28,895,2.5,0,0,0
2.8,10,10.5,2.29,0.0151,0,0,0,0.5,24.3,87.2,21.1,-0.45,1.18,-0.4,3,28,895,2.5,0,0,0
2.85,10,10.7,2.26,0.0645,0,0,0,0.5,24.2,87.3,21.1,-0.416,1.11,-0.4,3,28,895,2.5,0,0,0
2.9,10,10.8,2.23,0.0407,0,0,0,0.5,24.2,87.4,21.1,-0.407,1.07,-0.4,3,28,895,2.5,0,0,0
2.95,10,10.9,2.2,0.053,0,0,0,0.5,24.2,87.5,21.1,-0.402,1.02,-0.4,3,28,895,2.5,0,0,0
3.0,10,11.0,2.18,0.109,0,0,0,0.5,24.1,87.6,21.1,-0.413,0.953,-0.4,3,28,895,2.5,0,0,0
3.05,10,11.0,2.15,0.112,0,0,0,0.5,24.1,87.7,21.1,-0.454,0.911,-0.4,3,28,895,2.5,0,0,0
3.1,10,11.1,2.13,0.015,0,0,0,0.5,24.1,87.8,21.1,-0.525,0.914,-0.4,3,28,895,2.5,0,0,0
3.15,10,11.3,2.12,-0.104,0,0,0,0.5,24.1,87.9,21.1,-0.614,0.937,-0.4,3,28,895,2.5,0,0,0
3.2,10,11.4,2.13,-0.17,0,0,0,0.5,24.1,87.9,21.1,-0.717,0.953,-0.4,3,28,895,2.5,0,0,0
3.25,10,11.5,2.15,-0.131,0,0,0,0.5,24.1,87.9,21.1,-0.829,0.936,-0.4,3,28,895,2.5,0,0,0
3.3,10,11.6,2.17,-0.0143,0,0,0,0.5,24.1,87.9,21.1,-0.962,0.888,-0.4,3,28,895,2.5,0,0,0
3.35,10,11.8,2.18,0.0384,0,0,0,0.5,24.2,87.9,21.1,-1.13,0.861,-0.4,3,28,895,2.5,0,0,0
3.4,10,11.9,2.19,0.0997,0,0,0,0.5,24.3,87.9,21.1,-1.31,0.83,-0.4,3,28,895,2.5,0,0,0
