Time,Boat.CrewXPos,Boat.Heel,Boat.Helm,Boat.Leeway,Boat.MassAftBallast,Boat.MassFwdBallast,Boat.MassSideBallast,Boat.RudderDelta,Boat.Speed_kts,Boat.TWA,Boat.TWS_kts,Boat.Trim,Boat.VMG_kts,Boat.Aero.Power,Boat.Aero.Travel,Boat.Keel.KeelCant,Boat.Port.FoilExtPct,Boat.Port.FoilRake,Boat.Stbd.FoilExtPct,Boat.Stbd.FoilRake,Boat.Stbd.RudderRake
0.0,10,5.5,0.0389,0.0,0,0,0,0.5,24.8,89.9,21.1,-0.0,0.0336,-0.4,3.8,30,896,0.5,0,0,0
0.05,10,5.5,0.0403,-0.24,0,0,0,0.5,24.7,89.9,21.1,-0.0,0.137,-0.4,3.8,30,896,0.5,0,0,0
0.1,10,5.5,0.0309,-0.434,0,0,0,0.5,24.7,89.9,21.1,0.00442,0.212,-0.4,3.8,30,896,0.5,0,0,0
0.15,10,5.6,0.0301,-0.524,0,0,0,0.5,24.6,89.9,21.1,0.071,0.25,-0.4,3.8,30,896,0.5,0,0,0
0.2,10,5.7,0.0404,-0.508,0,0,0,0.5,24.6,89.9,21.1,0.195,0.252,-0.4,3.8,30,896,0.5,0,0,0
0.25,10,5.8,0.056,-0.466,0,0,0,0.5,24.5,89.9,21.1,0.35,0.246,-0.4,3.8,30,896,0.5,0,0,0
0.3,10,6.0,0.0792,-0.371,0,0,0,0.5,24.4,89.8,21.1,0.533,0.224,-0.4,3.8,30,896,0.5,0,0,0
0.35,10,6.2,0.104,-0.246,0,0,0,0.5,24.4,89.8,21.1,0.705,0.19,-0.4,3.8,30,896,0.5,0,0,0
0.4,10,6.3,0.127,-0.115,0,0,0,0.5,24.3,89.8,21.1,0.829,0.15,-0.4,3.8,30,896,0.5,0,0,0
0.45,10,6.5,0.146,0.0497,0,0,0,0.5,24.3,89.7,21.1,0.897,0.0944,-0.4,3.8,30,896,0.5,0,0,0
0.5,10,6.6,0.163,0.165,0,0,0,0.5,24.2,89.7,21.1,0.925,0.0579,-0.4,3.8,30,896,0.5,0,0,0
0.55,10,6.8,0.179,0.188,0,0,0,0.5,24.2,89.7,21.1,0.925,0.0588,-0.4,3.8,30,896,0.5,0,0,0
0.6,10,6.9,0.194,0.136,0,0,0,0.5,24.2,89.6,21.1,0.906,0.0907,-0.4,3.8,30,896,0.5,0,0,0
0.65,10,7.1,0.209,0.0333,0,0,0,0.5,24.2,89.6,21.1,0.887,0.144,-0.4,3.8,30,896,0.5,0,0,0
0.7,10,7.2,0.227,-0.0131,0,0,0,0.5,24.1,89.6,21.1,0.879,0.175,-0.4,3.8,30,896,0.5,0,0,0
0.75,10,7.4,0.244,-0.0211,0,0,0,0.5,24.2,89.6,21.1,0.867,0.189,-0.4,3.8,30,896,0.5,0,0,0
0.8,10,7.5,0.257,-0.0487,0,0,0,0.5,24.2,89.6,21.1,0.837,0.208,-0.4,3.8,30,896,0.5,0,0,0
0.85,10,7.7,0.266,-0.13,0,0,0,0.5,24.2,89.5,21.1,0.78,0.247,-0.4,3.8,30,896,0.5,0,0,0
0.9,10,7.8,0.275,-0.304,0,0,0,0.5,24.3,89.5,21.1,0.678,0.325,-0.4,3.8,30,896,0.5,0,0,0
