Time,Boat.CrewXPos,Boat.Heel,Boat.Helm,Boat.Leeway,Boat.MassAftBallast,Boat.MassFwdBallast,Boat.MassSideBallast,Boat.RudderDelta,Boat.Speed_kts,Boat.TWA,Boat.TWS_kts,Boat.Trim,Boat.VMG_kts,Boat.Aero.Power,Boat.Aero.Travel,Boat.Keel.KeelCant,Boat.Port.FoilExtPct,Boat.Port.FoilRake,Boat.Stbd.FoilExtPct,Boat.Stbd.FoilRake,Boat.Stbd.RudderRake
0.0,10,5.5,0.0389,0.0,0,0,0,0.5,24.8,89.9,21.1,-0.0,0.0336,-0.4,3,30,892,2.5,0,0,0
0.05,10,5.5,0.0397,-0.378,0,0,0,0.5,24.7,89.9,21.1,-0.0,0.197,-0.4,3,30,892,2.5,0,0,0
0.1,10,5.5,0.0383,-0.648,0,0,0,0.5,24.7,89.9,21.1,0.0195,0.311,-0.4,3,30,892,2.5,0,0,0
0.15,10,5.5,0.0469,-0.775,0,0,0,0.5,24.6,89.9,21.1,0.102,0.373,-0.4,3,30,892,2.5,0,0,0
0.2,10,5.5,0.0647,-0.772,0,0,0,0.5,24.6,89.9,21.1,0.236,0.385,-0.4,3,30,892,2.5,0,0,0
0.25,10,5.6,0.0856,-0.715,0,0,0,0.5,24.5,89.8,21.1,0.392,0.377,-0.4,3,30,892,2.5,0,0,0
0.3,10,5.7,0.112,-0.605,0,0,0,0.5,24.4,89.8,21.1,0.572,0.351,-0.4,3,30,892,2.5,0,0,0
0.35,10,5.8,0.14,-0.465,0,0,0,0.5,24.4,89.7,21.1,0.738,0.312,-0.4,3,30,892,2.5,0,0,0
0.4,10,5.9,0.166,-0.315,0,0,0,0.5,24.3,89.7,21.1,0.857,0.267,-0.4,3,30,892,2.5,0,0,0
0.45,10,6.0,0.189,-0.151,0,0,0,0.5,24.3,89.6,21.1,0.917,0.213,-0.4,3,30,892,2.5,0,0,0
0.5,10,6.1,0.21,-0.0404,0,0,0,0.5,24.3,89.6,21.1,0.935,0.181,-0.4,3,30,892,2.5,0,0,0
0.55,10,6.1,0.229,-0.00314,0,0,0,0.5,24.3,89.6,21.1,0.916,0.178,-0.4,3,30,892,2.5,0,0,0
0.6,10,6.2,0.247,-0.0338,0,0,0,0.5,24.2,89.6,21.1,0.873,0.202,-0.4,3,30,892,2.5,0,0,0
0.65,10,6.3,0.263,-0.117,0,0,0,0.5,24.2,89.5,21.1,0.82,0.247,-0.4,3,30,892,2.5,0,0,0
0.7,10,6.4,0.281,-0.167,0,0,0,0.5,24.2,89.5,21.1,0.768,0.279,-0.4,3,30,892,2.5,0,0,0
0.75,10,6.5,0.298,-0.183,0,0,0,0.5,24.3,89.5,21.1,0.704,0.296,-0.4,3,30,892,2.5,0,0,0
0.8,10,6.6,0.312,-0.21,0,0,0,0.5,24.3,89.5,21.1,0.61,0.315,-0.4,3,30,892,2.5,0,0,0
0.85,10,6.7,0.322,-0.351,0,0,0,0.5,24.4,89.5,21.1,0.474,0.381,-0.4,3,30,892,2.5,0,0,0
0.9,10,6.8,0.343,-0.496,0,0,0,0.5,24.4,89.4,21.1,0.319,0.458,-0.4,3,30,892,2.5,0,0,0
0.95,10,6.9,0.374,-0.643,0,0,0,0.5,24.5,89.4,21.1,0.143,0.544,-0.4,3,30,892,2.5,0,0,0
1.0,10,6.9,0.415,-0.852,0,0,0,0.5,24.5,89.3,21.1,-0.0463,0.664,-0.4,3,30,892,2.5,0,0,0
1.05,10,7.0,0.474,-1.02,0,0,0,0.5,24.5,89.2,21.1,-0.214,0.784,-0.4,3,30,892,2.5,0,0,0
1.1,10,7.0,0.553,-1.08,0,0,0,0.5,24.5,89.1,21.1,-0.353,0.867,-0.4,3,30,892,2.5,0,0,0
1.15,10,7.0,0.644,-1.02,0,0,0,0.5,24.5,88.9,21.1,-0.48,0.914,-0.4,3,30,892,2.5,0,0,0
1.2,10,7.1,0.742,-0.874,0,0,0,0.5,24.5,88.7,21.1,-0.61,0.925,-0.4,3,30,892,2.5,0,0,0
1.25,10,7.1,0.836,-0.673,0,0,0,0.5,24.5,88.6,21.1,-0.753,0.907,-0.4,3,30,892,2.5,0,0,0
1.3,10,7.2,0.915,-0.452,0,0,0,0.5,24.5,88.4,21.1,-0.927,0.868,-0.4,3,30,892,2.5,0,0,0
1.35,10,7.3,0.979,-0.261,0,0,0,0.5,24.6,88.3,21.1,-1.12,0.827,-0.4,3,30,892,2.5,0,0,0
